PeopleName,Country,Population,Language,Religion,Latitude,Longitude,Global Status of  Evangelical Christianity,Evangelical Engagement,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,,,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,Population Layer,Indigenous,ISOalpha3
Somali,Eritrea,51000,Somali,Islam - Sunni,15.3449,38.9425,1,Unengaged,Extreme,Not Free,Very High,Low,Level 2: Exercise Increased Caution,A004,C0198,109392,Somali,ERI,ER,SO,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,ERI
Somali,Ethiopia,7780000,Somali,Islam - Sunni,9.638729,41.833952,1,Engaged,Extreme,Not Free,Moderate,Moderate,Level 3: Reconsider Travel,A004,C0198,109392,Somali,ETH,ET,SO,,,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,"1,000,000+",Diaspora,ETH
Somali,Italy,13500,Somali,Islam - Sunni,41.893722,12.484288,1,Engaged,Low,Free,Moderate,High,Level 2: Exercise Increased Caution,A004,C0198,109392,Somali,ITA,IT,SO,,,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,"10,000+",Diaspora,ITA
Somali,Kenya,3170000,Somali,Islam - Sunni,0.098978,40.320725,1,Engaged,Strenuous,Partly Free,High,High,Level 2: Exercise Increased Caution,A004,C0198,109392,Somali,KEN,KE,SO,,,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,KEN
Somali,Netherlands,40500,Somali,Islam - Sunni,52.386334,4.857472,1,Unengaged,Little,Free,Low,Moderate,Level 2: Exercise Increased Caution,A004,C0198,109392,Somali,NLD,NL,SO,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,NLD
Somali,Saudi Arabia,75500,Somali,Islam - Sunni,24.5874,46.622,1,Unengaged,Low,Not Free,Very High,High,Level 3: Reconsider Travel,A004,C0198,109392,Somali,SAU,SA,SO,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,SAU
Somali,Somalia,13400000,Somali,Islam - Sunni,5.25933,47.04801,1,Engaged,Extreme,Not Free,High,High,Level 4: Do Not Travel,A004,C0198,109392,Somali,SOM,SO,,,,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,"10,000,000+",Indigenous,SOM
Somali,Sudan,2400,Somali,Islam - Sunni,15.493053,32.578356,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A004,C0198,109392,Somali,SDN,SU,SO,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,SDN
Somali,Sweden,79000,Somali,Islam - Sunni,59.329444,18.068611,1,Unengaged,Little,Free,Low,Moderate,Level 2: Exercise Increased Caution,A004,C0198,109392,Somali,SWE,SW,,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,SWE
Somali,Tanzania,66000,Somali,Islam - Sunni,-6.84512,39.269789,1,Unengaged,Strenuous,Partly Free,Moderate,Moderate,Level 2: Exercise Increased Caution,A004,C0198,109392,Somali,TZA,TZ,SO,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,TZA
Somali,United Arab Emirates,105000,Somali,Islam - Sunni,25.295862,55.408905,1,Unengaged,Low,Not Free,Moderate,Low,Level 2: Exercise Increased Caution,A004,C0198,109392,Somali,ARE,AE,SO,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"100,000+",Diaspora,ARE
Somali,United Kingdom,136000,Somali,Islam - Sunni,51.517934,0.019715,1,Engaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A004,C0198,109392,Somali,GBR,UK,SO,,,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,"100,000+",Diaspora,GBR
Somali,United States,155000,Somali,Islam - Sunni,44.968,-93.2492,1,Engaged,Little,Free,Moderate,High,Caution,A004,C0198,109392,Somali,USA,US,SO,,,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,"100,000+",Diaspora,USA
Somali,Yemen,1180000,Somali,Islam - Sunni,15.2825,44.2339,1,Engaged,Extreme,Not Free,Very High,High,Level 4: Do Not Travel,A004,C0198,109392,Somali,YEM,YM,SO,,,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,"1,000,000+",Diaspora,YEM
Somali Bantu,Canada,6300,Maay,Islam - Sunni,43.73781345797912,-79.37942441,1,Engaged,,,,,,A013,C0275,103458,Somali Bantu,CAN,CA,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"<10,000",Diaspora,CAN
Somali Bantu,United States,10500,Maay,Islam - Sunni,39.95975,-83.09584,1,Engaged,Little,Free,Moderate,High,Caution,A013,C0275,103458,Somali Bantu,USA,US,,,,Sub-Saharan African Peoples,Yes,1,Engaged yet Unreached,"10,000+",Diaspora,USA
Sompura Salat,India,21000,Gujarati,Hinduism,22.3,70.78,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0294,118048,Sompura Salat,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Somray,Cambodia,4100,Khmer,Ethnoreligion - Animism,12.24296,103.1387,1,Engaged,Strenuous,Not Free,Moderate,Moderate,Level 1: Exercise Normal Precautions,A011,C0147,109397,Somray,KHM,CB,,,,Asian Pacific Rim Peoples,,1,Engaged yet Unreached,"<10,000",Indigenous,KHM
Somyewe,Nigeria,25,Nigeria Mambila,Islam - Folk,6.902,11.395,1,Engaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0044,104998,Kila,NGA,NI,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"<10,000",Indigenous,NGA
Son Koli,India,4600,Konkani,Hinduism,22.410467,83.561492,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,118687,Son Koli,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Sona,Papua New Guinea,5400,Kanasi,Christianity - Non-Evangelical Protestant,-10.269839,149.696435,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109399,Sona,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Sonar,India,9440000,Marathi,Hinduism,21.150505,79.085211,3,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0312,113659,Sonar,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,IND
Sonar,Nepal,239000,Nepali,Hinduism,26.900351,85.48194,2,Engaged,Strenuous,Partly Free,Moderate,High,Level 2: Exercise Increased Caution,A012,C0312,113659,Sonar,NPL,NP,IN,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,NPL
Sonavar,India,20000,Urdu,Islam - Sunni,10.92755,79.833531,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,118686,Sonavar,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Sonde,"Congo, Democratic Republic of the",194000,Sonde,Christianity - Roman Catholicism,-6.32223,18.35547,1,Unengaged,Extreme,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0262,109401,Sonde,COD,CG,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,COD
Sondhi,India,702000,Malvi,Hinduism,23.33638,75.033789,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113660,Sondhia,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Songhai,Benin,10000,Koyraboro Senni Songhai,Islam - Folk,11.129345,2.937196,1,Unengaged,Strenuous,Partly Free,Low,High,Level 2: Exercise Increased Caution,A013,C0199,109404,"Songhai, Koyraboro Senni",BEN,BN,ML,,,Sub-Saharan African Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,BEN
Songhai,Burkina Faso,244000,Humburi Senni Songhay,Islam - Sunni,14.34761,0.22932,1,Unengaged,Extreme,Not Free,Low,High,Level 4: Do Not Travel,A013,C0199,114970,"Songhai, Humburi Senni",BFA,UV,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,BFA
Songhai,Ghana,33500,Koyraboro Senni Songhai,Islam - Sunni,5.577638,-0.205078,1,Unengaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A013,C0199,109404,"Songhai, Koyraboro Senni",GHA,GH,ML,,,Sub-Saharan African Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,GHA
Songhai,Mali,1275000,Koyraboro Senni Songhai,Islam - Sunni,16.96338,-0.55187,1,Engaged,Extreme,Not Free,Low,Moderate,Level 4: Do Not Travel,A013,C0199,109404,"Songhai, Koyraboro Senni",MLI,ML,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,MLI
Songhai,Niger,1335000,Koyraboro Senni Songhai,Ethnoreligion,13.519706,2.118943,1,Engaged,Extreme,Partly Free,Moderate,Moderate,Level 3: Reconsider Travel,A013,C0199,109404,"Songhai, Koyraboro Senni",NER,NG,ML,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,NER
Songo,Angola,253000,Songo (Angola),Ethnoreligion,-10.51661,16.73478,1,Engaged,Strenuous,Not Free,NA,Moderate,Level 2: Exercise Increased Caution,A013,C0262,116076,"Songo, Nsongo",AGO,AO,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,AGO
Songo,"Congo, Democratic Republic of the",25500,Songo (Democratic Republic of the Congo),Christianity - Roman Catholicism,-4.55057,18.49777,1,Unengaged,Extreme,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0262,109405,Songo,COD,CG,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,COD
Songomeno,"Congo, Democratic Republic of the",258000,Ohendo,Ethnoreligion,-3.81041,21.42233,1,Engaged,Extreme,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0258,109407,Songomeno,COD,CG,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,COD
Songora,"Congo, Democratic Republic of the",5800,Songoora,Christianity - Roman Catholicism,-2.9472,25.9164,0,Unengaged,Extreme,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0258,109408,Songora,COD,CG,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,COD
Songum,Papua New Guinea,1700,Sam,Christianity - Non-Evangelical Protestant,-5.546,145.805,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109409,Songum,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Songye,"Congo, Democratic Republic of the",2750000,Songe,Christianity - Roman Catholicism,-5.71993,25.27647,1,Engaged,Extreme,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0261,109410,Songye,COD,CG,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,COD
Sonha,Nepal,18500,Sonha,Ethnoreligion - Animism,28.77817,81.21849,1,Engaged,Strenuous,Partly Free,Moderate,High,Level 2: Exercise Increased Caution,A012,C0311,109411,Sonha,NPL,NP,,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,NPL
Sonia,Papua New Guinea,1000,Tok Pisin,Christianity - Non-Evangelical Protestant,-6.42736,142.58885,4,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109412,Sonia,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Soninke,Cote d’Ivoire,227000,Soninke,Islam - Sunni,5.3639,-3.9377,1,Engaged,Strenuous,Partly Free,Low,High,Level 2: Exercise Increased Caution,A013,C0200,109413,Soninke,CIV,IV,ML,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"100,000+",Diaspora,CIV
Soninke,Gambia,191000,Soninke,Islam - Folk,13.2446,-14.23973,1,Engaged,Extreme,Partly Free,Low,Moderate,Level 2: Exercise Increased Caution,A013,C0200,109413,Soninke,GMB,GA,ML,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,GMB
Soninke,Guinea-Bissau,10500,Soninke,Islam - Folk,11.8473,-15.6012,1,Engaged,Extreme,Partly Free,Low,Low,Level 3: Reconsider Travel,A013,C0200,109413,Soninke,GNB,PU,ML,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"10,000+",Diaspora,GNB
Soninke,Mali,2115000,Soninke,Islam - Sunni,14.45077,-9.56978,1,Engaged,Extreme,Not Free,Low,Moderate,Level 4: Do Not Travel,A013,C0200,109413,Soninke,MLI,ML,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,MLI
Soninke,Mauritania,141000,Soninke,Islam - Folk,15.08546,-12.45208,1,Engaged,Strenuous,Partly Free,High,Low,Level 3: Reconsider Travel,A013,C0200,109413,Soninke,MRT,MR,ML,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,MRT
Soninke,Senegal,594000,Soninke,Islam - Folk,14.899,-12.4686,1,Engaged,Strenuous,Partly Free,Low,Low,Level 1: Exercise Normal Precautions,A013,C0200,109413,Soninke,SEN,SG,ML,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,SEN
Soninke,United States,5200,Soninke,Islam - Sunni,40.846477,-73.895688,1,Engaged,Little,Free,Moderate,High,Caution,A013,C0200,109413,Soninke,USA,US,ML,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"<10,000",Diaspora,USA
Sonowar,India,333000,Nepali,Hinduism,26.784302,92.937026,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0333,112674,"Kachari, Sonwal",IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Sonr,India,23500,Bundeli,Hinduism - Folk,23.838189,78.727361,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113663,Sonr,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,IND
Sonsogon,Malaysia,4600,Kimaragang,Ethnoreligion - Animism,6.5031,116.8621,5,Unengaged,Low,Partly Free,High,High,Level 1: Exercise Normal Precautions,A008,C0059,109418,Sonsogon,MYS,MY,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,MYS
Sonsorol,Palau,900,Palauan,Christianity - Roman Catholicism,7.3626,134.5462,6,Unengaged,Low,Free,,Low,Level 1: Exercise Normal Precautions,A010,C0139,109419,Sonsorol,PLW,PS,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PLW
Sood,India,45000,Hindi,Hinduism,32.0964,76.1376,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0328,113684,"Sudh, Sikh",IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,IND
Sopi,South Sudan,3000,Beli (South Sudan),Islam - Sunni,6.155251,30.246532,1,Unengaged,Extreme,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0203,115822,Sopi,SSD,OD,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,SSD
Sorgar,India,4000,Mewari,Islam - Sunni,24.900739,74.627022,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A005,C0178,113124,"Shorgar, Muslim",IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Sorgir,India,1000,Eastern Panjabi,Hinduism,30.34,76.38,5,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A005,C0178,113596,"Shorgar, Hindu",IND,IN,,,,South Asian Peoples,,2,No Longer Unreached,"<10,000",Indigenous,IND
Sori-Harengan,Papua New Guinea,2100,Sori-Harengan,Christianity - Roman Catholicism,-1.98384,146.64176,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109424,Sori-Harengan,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Soria,India,1300,Hindi,Hinduism,23.2,77.08,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113664,Soria,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Soruba,Benin,20000,Miyobe,Ethnoreligion - Animism,9.94886,1.38662,1,Unengaged,Strenuous,Partly Free,Low,High,Level 2: Exercise Increased Caution,A013,C0087,109429,Soruba,BEN,BN,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,BEN
Sotho,Botswana,15000,Southern Sotho,Ethnoreligion,-24.655021,25.912936,1,Engaged,Medium,Free,Low,Low,Level 2: Exercise Increased Caution,A013,C0273,109431,Sotho,BWA,BC,SF,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"10,000+",Diaspora,BWA
Sotho,Eswatini,5900,Southern Sotho,Christianity - Non-Evangelical Protestant,-26.312331,31.111954,4,Engaged,Strenuous,Not Free,Moderate,Low,Level 2: Exercise Increased Caution,A013,C0273,109431,Sotho,SWZ,WZ,SF,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"<10,000",Diaspora,SWZ
"Sotho, Northern",South Africa,4210000,Northern Sotho,Christianity - Non-Evangelical Protestant,-24.79929,29.47179,4,Engaged,Medium,Free,Low,High,Level 2: Exercise Increased Caution,A013,C0273,107413,Pedi,ZAF,SF,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"1,000,000+",Indigenous,ZAF
"Sotho, Southern",South Africa,5315000,Southern Sotho,Christianity - Non-Evangelical Protestant,-30.5338,27.364,6,Engaged,Medium,Free,Low,High,Level 2: Exercise Increased Caution,A013,C0273,109431,Sotho,ZAF,SF,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"1,000,000+",Indigenous,ZAF
Sou,Laos,3400,Sou,Ethnoreligion - Animism,14.687,106.53974,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A011,C0147,109433,Sou,LAO,LA,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,LAO
Sounti,India,132000,Odia,Hinduism - Folk,21.639318,85.607848,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0333,113666,Sounti,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
South African,Canada,43500,English,Christianity - Non-Evangelical Protestant,43.62078744162998,-79.5907573,5,Unengaged,,,,,,A013,C0173,109436,Anglo-South African,CAN,CA,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"10,000+",Diaspora,CAN
South African,United States,41000,English,Christianity - Neo-Pentecostalism,34.021851,-118.309265,4,Unengaged,Little,Free,Moderate,High,Caution,A013,C0173,109436,Anglo-South African,USA,US,SF,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"10,000+",Diaspora,USA
South African Chinese,South Africa,366000,Mandarin Chinese,Ethnoreligion - Confucianism,-26.0513,28.0188,4,Engaged,Medium,Free,Low,High,Level 2: Exercise Increased Caution,A002,C0065,103686,"Han Chinese, Mandarin",ZAF,SF,CH,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"100,000+",Diaspora,ZAF
South African Muslims,South Africa,381000,English,Islam - Sunni,-29.954334,30.919892,1,Unengaged,Medium,Free,Low,High,Level 2: Exercise Increased Caution,A013,C0173,109436,Anglo-South African,ZAF,SF,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,ZAF
South Asians,Uganda,28000,Gujarati,Hinduism,0.282216,32.565377,1,Unengaged,Strenuous,Not Free,Moderate,High,Level 3: Reconsider Travel,A012,C0086,103544,Gujarati,UGA,UG,PK,,,South Asian Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,UGA
South Central Teke,Congo,16000,Teke-Wuumu,Christianity - Non-Evangelical Protestant,-2.4133,16.0172,1,Engaged,Strenuous,Not Free,Low,Low,Level 2: Exercise Increased Caution,A013,C0271,109441,"Teke, South Central",COG,CF,CG,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,COG
South Fali,Cameroon,63500,South Fali,Islam - Folk,9.51408,13.61642,4,Engaged,Strenuous,Not Free,Low,High,Level 2: Exercise Increased Caution,A013,C0062,102991,"Fali, South",CMR,CM,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"50,000+",Indigenous,CMR
South Fore,Papua New Guinea,11500,Fore,Christianity - Non-Evangelical Protestant,-6.6286,145.5446,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109444,"South Fore, Pamusa",PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"10,000+",Indigenous,PNG
South Gisiga,Cameroon,142000,Giziga,Ethnoreligion - Animism,10.1939,14.1728,4,Engaged,Strenuous,Not Free,Low,High,Level 2: Exercise Increased Caution,A013,C0062,109445,Giziga,CMR,CM,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"100,000+",Indigenous,CMR
South Kewa,Papua New Guinea,21000,Pole,Christianity - Non-Evangelical Protestant,-6.55011,143.91778,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109447,South Kewa,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"10,000+",Indigenous,PNG
South Makaa,Cameroon,222000,Makaa,Christianity - Roman Catholicism,4.2391,13.456,1,Engaged,Strenuous,Not Free,Low,High,Level 2: Exercise Increased Caution,A013,C0258,109448,South Makaa,CMR,CM,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,CMR
South Marquesan,French Polynesia,3900,South Marquesan,Christianity - Non-Evangelical Protestant,-9.75663,-138.97893,6,Engaged,Medium,Free,Moderate,High,Level 1: Exercise Normal Precautions,A010,C0180,109450,South Marquesan,PYF,FP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PYF
South Mendi,Papua New Guinea,56500,Angal Enen,Christianity - Non-Evangelical Protestant,-6.171111,143.595861,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109451,South Mendi,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"50,000+",Indigenous,PNG
South Mofu,Cameroon,134000,Mofu-Gudur,Ethnoreligion - Animism,10.56704,14.03144,4,Engaged,Strenuous,Not Free,Low,High,Level 2: Exercise Increased Caution,A013,C0062,109452,"Mofu, South",CMR,CM,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"100,000+",Indigenous,CMR
South Ngalik,Indonesia,8100,Silimo,Ethnoreligion - Animism,-4.52544,139.00335,6,Engaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,107233,"Ngalik, South",IDN,ID,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,IDN
South Watut,Papua New Guinea,2000,South Kodut,Christianity - Non-Evangelical Protestant,-6.887,146.3836,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,114397,"Watut, South",PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
